posdep_id,stat_id,posdep,freq.
465,35,NNS_OBJ,9
466,35,NN_SBJ,5
467,35,NN_COORD,1
468,35,NNS_ROOT,4
469,35,NNS_VMOD,1
470,35,NNS_COORD,2
471,35,NNS_PRN,1
472,36,VVN_VC,2
473,36,NN_PMOD,1
474,36,VVG_NMOD,1
475,36,VVZ_NMOD,1
476,37,NN_PMOD,1
477,38,NNS_PMOD,3
478,38,CD_NMOD,5
479,38,NNS_ROOT,1
480,39,NNS_PMOD,4
481,39,CD_AMOD,1
482,39,NNS_SBJ,3
483,39,CD_NMOD,4
484,39,NNS_COORD,1
485,39,NNS_OBJ,1
486,40,NNS_PMOD,1
487,40,NNS_NMOD,2
488,40,NN_SBJ,1
489,40,NN_NMOD,1
490,40,NNS_SBJ,2
491,41,JJ_NMOD,85
492,41,JJ_SBJ,8
493,41,JJ_AMOD,2
494,41,JJ_PMOD,1
495,41,JJ_PRD,3
496,41,JJ_ROOT,3
497,41,JJ_OBJ,5
498,41,RB_ADV,3
499,41,JJ_COORD,1
500,41,DT_NMOD,1
501,41,DT_SBJ,1
502,41,JJ_DEP,1
503,42,NNS_SBJ,1
504,42,NN_PMOD,1
505,43,VVP_ROOT,2
506,43,VVD_ROOT,4
507,43,VVG_VC,2
508,43,VVN_VC,1
509,43,VV_OBJ,2
510,43,VVN_NMOD,1
511,43,VVD_NMOD,1
512,43,VV_AMOD,1
513,43,VV_VC,3
514,43,VVG_SBJ,1
515,43,VV_COORD,1
516,43,VVD_COORD,1
517,43,VVG_NMOD,1
518,43,VVZ_ROOT,1
519,43,VVZ_DEP,1
520,43,VV_ROOT,1
521,43,VVP_PMOD,1
522,44,RP_PRT,65
523,44,IN_ADV,9
524,44,RB_NMOD,3
525,44,RB_ROOT,2
526,44,RB_AMOD,3
527,44,IN_AMOD,4
528,44,RB_PRD,3
529,44,RB_DEP,3
530,44,VVG_VC,1
531,44,RP_NMOD,1
532,44,RB_SBJ,1
533,44,RB_ADV,3
534,44,IN_NMOD,2
535,44,IN_DEP,1
536,44,RB_OBJ,1
537,44,IN_COORD,2
538,44,IN_ROOT,2
539,44,IN_VMOD,1
540,44,VVZ_NMOD,1
541,44,RB_COORD,1
542,44,RP_COORD,1
543,45,IN_ADV,19
544,45,IN_NMOD,23
545,45,IN_ROOT,2
546,45,IN_DEP,1
547,45,IN_COORD,1
548,45,IN_PRD,1
549,46,CC_CC,523
550,46,CC_SBJ,2
551,46,CC_ROOT,3
552,46,CC_DEP,3
553,46,CC_P,1
554,47,JJ_NMOD,13
555,47,NP_VMOD,2
556,47,NP_SBJ,2
557,47,NP_ROOT,3
558,47,JJ_PRD,1
559,47,NP_NMOD,4
560,47,NP_DEP,1
561,47,NP_ADV,1
562,47,NP_COORD,1
563,48,PP_SBJ,16
564,48,CD_SBJ,8
565,48,CD_PMOD,42
566,48,CD_PRD,36
567,48,NN_SBJ,15
568,48,NN_PMOD,11
569,48,CD_NMOD,99
570,48,NN_NMOD,4
571,48,CD_OBJ,22
572,48,CD_DEP,8
573,48,CD_ROOT,8
574,48,NN_OBJ,7
575,48,NNS_COORD,3
576,48,CD_COORD,3
577,48,CD_P,1
578,48,NNS_PMOD,5
579,48,NNS_OBJ,5
580,48,NN_PRD,8
581,48,NN_DEP,1
582,48,NN_PRN,1
583,48,NN_COORD,1
584,48,PP_ROOT,2
585,48,CD_PRN,1
586,48,PP_PMOD,1
587,48,PP_OBJ,1
588,48,CD_ADV,1
589,49,VVZ_ROOT,1
590,49,VV_EXP,1
591,49,VVN_VC,3
592,49,VVD_VC,1
593,49,VV_ADV,1
594,49,VV_VC,1
595,49,VVP_ROOT,1
596,49,VVG_VMOD,1
597,49,VVD_ROOT,1
598,50,VH_VC,151
599,50,VHD_NMOD,43
600,50,VHD_OBJ,39
601,50,VHZ_ROOT,187
602,50,VHP_ADV,52
603,50,VHP_NMOD,84
604,50,VHP_ROOT,170
605,50,VH_COORD,12
606,50,VHZ_ADV,34
607,50,VHN_VC,16
608,50,VHP_COORD,42
609,50,VHZ_COORD,40
610,50,VHZ_NMOD,65
611,50,VHD_ROOT,72
612,50,VHP_PMOD,15
613,50,VHG_ADV,9
614,50,VHP_OBJ,38
615,50,NP_NMOD,1
616,50,VHD_COORD,13
617,50,VHZ_PMOD,14
618,50,VHG_PMOD,9
619,50,VH_PRN,1
620,50,VH_PRD,1
621,50,VHZ_OBJ,29
622,50,VHD_PMOD,9
623,50,VHD_AMOD,4
624,50,VHG_VC,5
625,50,VHZ_PRN,4
626,50,VH_NMOD,2
627,50,VHP_AMOD,6
628,50,VHG_NMOD,5
629,50,VH_EXP,3
630,50,VHD_ADV,26
631,50,VHZ_PRD,4
632,50,VH_OBJ,23
633,50,VHP_EXP,2
634,50,VHD_PRN,2
635,50,VHZ_SBJ,7
636,50,VHP_VC,4
637,50,VHG_OBJ,3
638,50,VHG_ROOT,4
639,50,VHZ_DEP,1
640,50,VH_AMOD,4
641,50,VHZ_VMOD,1
642,50,VHP_PRD,3
643,50,VHP_SBJ,2
644,50,VH_PMOD,1
645,50,VHD_PRD,3
646,50,VH_ROOT,2
647,50,VHZ_CLF,1
648,50,VHD_SBJ,2
649,50,VHZ_AMOD,1
650,50,VHD_VC,5
651,50,VHP_VMOD,2
652,50,VHD_DEP,1
653,50,VHG_COORD,3
654,50,VH_ADV,1
655,50,VHP_PRN,2
656,50,VHD_EXP,1
657,50,VHG_DEP,2
658,51,VVN_VC,2
659,52,NN_PMOD,3
660,52,NN_ROOT,1
661,52,NN_COORD,1
662,52,NN_OBJ,4
663,52,NN_NMOD,1
664,52,NNS_PMOD,1
665,53,NP_NMOD,1
666,53,NP_ADV,1
667,53,NP_ROOT,4
668,53,NP_PMOD,1
669,54,NP_NMOD,1
670,54,NP_VMOD,1
671,54,NP_ROOT,1
672,55,NN_PMOD,1
673,55,VV_OBJ,2
674,55,NN_SBJ,1
675,55,NN_NMOD,1
676,55,VVN_OBJ,1
677,55,VVD_ADV,1
678,55,VVN_VC,1
679,55,VV_ADV,1
680,55,VVG_PMOD,1
681,55,VVN_NMOD,1
682,55,VVZ_ROOT,1
683,56,JJ_DEP,3
684,56,JJ_VC,1
685,56,JJ_NMOD,68
686,56,VVD_ROOT,3
687,56,JJ_ROOT,2
688,56,VV_VC,1
689,56,RB_ADV,1
690,56,JJ_PRD,1
691,57,NP_DEP,5
692,57,NP_PMOD,2
693,57,NP_NMOD,13
694,57,NP_ROOT,4
695,57,NP_SBJ,2
696,57,NP_ADV,1
697,57,NP_VMOD,1
698,58,JJ_NMOD,1
699,58,NN_NMOD,1
700,59,NNS_PMOD,11
701,59,NN_PRD,4
702,59,NNS_SBJ,10
703,59,NNS_PRD,1
704,59,NN_SBJ,3
705,59,NNS_OBJ,5
706,59,VVD_OBJ,1
707,59,NN_PMOD,2
708,59,NN_OBJ,2
709,59,NNS_ROOT,1
710,60,VVN_VC,1
711,60,VV_COORD,1
712,61,RB_AMOD,41
713,61,RB_ADV,115
714,61,IN_VMOD,14
715,61,IN_COORD,2
716,61,RB_VMOD,24
717,61,IN_ADV,10
718,61,RB_COORD,12
719,61,RB_NMOD,12
720,61,IN_PRN,1
721,61,RB_PRD,4
722,61,IN_NMOD,3
723,61,IN_ROOT,5
724,61,IN_DEP,2
725,61,RB_PMOD,3
726,61,RB_DEP,2
727,61,RB_ROOT,2
728,62,NN_PMOD,1
729,63,VVD_NMOD,1
730,63,VVP_OBJ,1
731,63,NNS_PMOD,11
732,63,VVG_ADV,1
733,63,JJ_NMOD,2
734,63,VVZ_PMOD,3
735,63,VVZ_ROOT,8
736,63,VV_VC,6
737,63,VVZ_NMOD,2
738,63,VVN_NMOD,1
739,63,VVZ_COORD,2
740,63,VVZ_OBJ,1
741,63,VVZ_PRD,1
742,63,VVG_NMOD,1
743,63,VVN_COORD,1
744,63,VVN_VC,1
745,63,VV_OBJ,1
746,63,VVP_ROOT,3
747,63,VVP_NMOD,1
748,63,NNS_ADV,1
749,63,NNS_SBJ,1
750,63,JJ_PRD,1
751,63,VVD_ADV,1
752,63,VVG_PMOD,1
753,64,RB_PRD,1
754,64,RB_ADV,2
755,64,NN_PRD,2
756,64,NN_OBJ,1
757,64,RB_DEP,1
758,65,NN_PMOD,13
759,65,NN_NMOD,4
760,65,NN_OBJ,5
761,65,NN_COORD,1
762,65,NN_SBJ,2
763,65,VVD_ROOT,1
764,65,NNS_COORD,1
765,65,VVN_COORD,1
766,66,IN_ADV,499
767,66,IN_NMOD,541
768,66,IN_ROOT,71
769,66,IN_VMOD,52
770,66,IN_PRD,17
771,66,IN_AMOD,37
772,66,IN_P,4
773,66,IN_PMOD,6
774,66,IN_COORD,11
775,66,IN_PRN,4
776,66,IN_DEP,12
777,67,NNS_PMOD,4
778,67,NN_PMOD,1
779,67,NNS_SBJ,3
780,67,NNS_PRD,1
781,67,NNS_NMOD,1
782,67,NNS_OBJ,1
783,68,VVN_VC,9
784,68,VVG_VC,1
785,68,VVG_NMOD,1
786,68,VVN_COORD,2
787,68,VVZ_ROOT,3
788,68,VV_VC,6
789,68,VVN_PMOD,1
790,68,VVN_NMOD,5
791,68,VVD_NMOD,1
792,68,VVD_ROOT,8
793,68,VVD_VC,1
794,68,VVN_PRN,1
795,68,VVD_SBJ,1
796,68,VVD_ADV,2
797,68,VVP_ADV,1
798,68,VVN_DEP,1
799,68,VVD_COORD,2
800,68,VV_ROOT,2
801,68,VV_COORD,1
802,68,VVP_ROOT,1
803,68,VVG_OBJ,1
804,68,VV_OBJ,1
805,68,NN_OBJ,1
806,68,NNS_SBJ,1
807,68,VV_ADV,1
808,69,NN_ADV,5
809,69,NN_PMOD,16
810,69,NN_NMOD,27
811,69,NNS_PMOD,3
812,69,NN_PRD,1
813,69,NN_OBJ,5
814,69,NN_COORD,3
815,69,NNS_OBJ,3
816,70,NN_PMOD,1
817,71,NN_NMOD,1
818,72,NN_OBJ,2
819,72,NN_SBJ,1
820,73,PDT_NMOD,2
821,73,NN_COORD,1
822,73,RB_ADV,1
823,73,NN_PMOD,2
824,73,NN_NMOD,2
825,73,NN_OBJ,1
826,73,JJ_NMOD,1
827,73,NN_ADV,1
828,74,NN_OBJ,1
829,74,NN_PMOD,2
830,74,NN_ROOT,1
831,74,NNS_COORD,1
832,75,NN_PMOD,1
833,75,NN_NMOD,2
834,75,NNS_PMOD,1
835,75,JJ_NMOD,1
836,75,NN_OBJ,1
837,75,NN_SBJ,1
838,76,JJ_NMOD,1
839,77,NN_PMOD,32
840,77,NN_SBJ,2
841,77,NNS_PMOD,4
842,77,NNS_ROOT,1
843,77,NNS_OBJ,3
844,77,NN_COORD,1
845,77,NNS_NMOD,1
846,77,NNS_PRD,1
847,77,NNS_SBJ,1
848,77,NN_NMOD,2
849,78,VVD_NMOD,11
850,78,VVZ_ROOT,27
851,78,VVP_COORD,26
852,78,VVD_ADV,11
853,78,VVP_PRD,1
854,78,VVZ_ADV,10
855,78,VVD_ROOT,46
856,78,VVG_PMOD,8
857,78,VVZ_NMOD,10
858,78,VV_VC,28
859,78,VVP_OBJ,14
860,78,VVP_ROOT,89
861,78,VVP_NMOD,13
862,78,VVZ_OBJ,5
863,78,VVN_VC,16
864,78,VV_NMOD,9
865,78,VVG_VC,10
866,78,VV_OBJ,20
867,78,VVD_COORD,18
868,78,VVZ_SBJ,2
869,78,VVP_ADV,18
870,78,VVG_DEP,1
871,78,VVD_OBJ,11
872,78,VVG_NMOD,1
873,78,VV_PMOD,4
874,78,VV_ROOT,11
875,78,VVZ_COORD,11
876,78,VVD_PMOD,1
877,78,VVP_DEP,1
878,78,VV_AMOD,6
879,78,VV_ADV,3
880,78,VVP_VC,3
881,78,VV_COORD,1
882,78,VVZ_PMOD,3
883,78,VVD_SBJ,1
884,78,VVZ_PRD,1
885,78,VVP_AMOD,1
886,78,VVN_COORD,1
887,78,JJ_NMOD,1
888,78,NP_NMOD,1
889,78,VVZ_DEP,1
890,78,VVN_ROOT,1
891,78,VVP_PRN,1
892,79,CC_CC,332
893,79,CC_ROOT,5
894,79,CC_VMOD,1
895,80,VVD_COORD,2
896,80,VVP_COORD,1
897,80,VV_COORD,3
898,80,VV_ROOT,4
899,80,VV_DEP,1
900,80,VVG_VC,1
901,80,VVP_NMOD,2
902,80,VV_PRD,1
903,80,VV_VC,7
904,80,VVG_PMOD,5
905,80,VVN_NMOD,1
906,80,VVN_COORD,1
907,80,VVG_AMOD,1
908,80,VVN_VC,5
909,80,VVZ_ROOT,1
910,80,VV_OBJ,3
911,80,VV_ADV,4
912,80,VVP_ROOT,2
913,80,VVP_ADV,1
914,80,VVD_ROOT,2
915,80,VVG_ROOT,1
916,80,VV_PMOD,1
917,80,VV_NMOD,3
918,80,VVD_OBJ,1
919,80,VVG_NMOD,1
920,80,VV_AMOD,1
921,80,VVG_OBJ,1
922,81,VVG_OBJ,1
923,81,VVP_ROOT,1
924,81,VV_VC,11
925,81,VV_OBJ,12
926,81,VVN_VC,5
927,81,VV_COORD,2
928,81,VVN_ROOT,1
929,81,VVZ_ROOT,2
930,81,VVD_ROOT,3
931,81,VVP_NMOD,1
932,81,VV_NMOD,2
933,81,VVD_NMOD,1
934,81,VVD_COORD,1
935,81,VV_ROOT,1
936,81,VVP_ADV,1
937,81,VVG_COORD,1
938,81,VVZ_COORD,1
939,82,NN_DEP,1
940,82,NN_NMOD,3
941,82,VVN_NMOD,1
942,82,VVN_VC,1
943,83,PP_SBJ,735
944,83,PP_NMOD,13
945,83,PP_OBJ,187
946,83,PP_PMOD,79
947,83,PP_IOBJ,4
948,83,PP_ROOT,9
949,83,PP_ADV,1
950,83,PP_COORD,1
951,83,PP_VMOD,1
952,84,NN_PMOD,43
953,84,VVP_ROOT,1
954,84,NN_NMOD,10
955,84,NNS_PMOD,1
956,84,NN_OBJ,5
957,84,VV_PMOD,2
958,84,JJ_NMOD,1
959,84,VVZ_PMOD,1
960,84,NNS_COORD,2
961,84,VVZ_SBJ,1
962,84,VVG_NMOD,3
963,84,VVZ_COORD,1
964,84,NN_SBJ,8
965,84,NN_COORD,2
966,84,VVZ_NMOD,3
967,84,VVD_COORD,2
968,84,VVN_ADV,1
969,84,VV_COORD,1
970,84,VV_VC,2
971,84,NN_PRD,1
972,84,VV_NMOD,1
973,84,VVG_COORD,1
974,85,NN_PMOD,3
975,85,NN_PRD,4
976,85,NN_ROOT,3
977,85,NN_AMOD,2
978,85,NN_OBJ,8
979,85,NN_COORD,1
980,85,NN_NMOD,3
981,85,NN_ADV,2
982,85,NNS_COORD,1
983,85,NN_SBJ,1
984,86,NNS_PRD,2
985,86,NNS_COORD,2
986,86,NNS_PMOD,1
987,86,NN_PRD,1
