norm_id,stat_id,norm.,freq.
852,333,wanting,2
853,334,loves,2
854,334,love,24
855,334,Love,1
856,334,loved,6
857,335,my,165
858,335,My,18
859,336,Queen,5
860,337,country,13
861,337,countries,28
862,338,candidate,7
863,338,candidates,6
864,339,South,24
865,339,south,1
866,340,hybrid,2
867,341,platform,9
868,341,platforms,2
869,342,blending,1
870,342,blend,4
871,342,blended,1
872,343,militant,3
873,344,demands,4
874,344,demanding,1
875,344,demand,4
876,345,magistrates,2
877,346,qualified,3
878,346,qualifying,2
879,346,qualify,3
880,347,duty-free,1
881,348,booze,1
882,349,ferry,1
883,350,antics,1
884,351,lore,1
885,352,bicycles,1
886,353,mock,1
887,354,students,33
888,354,Students,9
889,354,student,9
890,355,recalls,3
891,356,piled,1
892,356,pile,3
893,357,bikes,3
894,358,outside,15
895,359,pub,5
896,359,pubs,3
897,360,told,27
898,360,tells,18
899,360,Tell,6
900,360,tell,7
901,360,telling,2
902,361,load,8
903,361,loads,6
904,362,Japanese,3
905,363,American,14
906,364,tourists,2
907,364,tourist,9
908,364,Tourists,1
909,365,art,13
910,365,Art,1
911,365,arts,18
912,366,project,36
913,366,Project,3
914,366,projects,16
915,366,projected,3
916,366,Projects,1
917,367,starts,5
918,367,start,29
919,367,starting,8
920,367,started,37
921,367,Started,1
922,367,Starting,2
923,367,Start,1
924,368,photographs,4
925,368,Photographs,1
926,368,photograph,2
927,369,around,53
928,369,Around,3
929,370,relieved,2
930,370,relieve,1
931,370,relieves,1
932,370,relieving,1
933,371,hear,14
934,371,heard,12
935,371,hears,1
936,371,hearing,1
937,372,prospects,5
938,372,prospect,1
939,373,causing,7
940,373,caused,8
941,373,causes,13
942,373,cause,35
943,374,cctv,1
944,375,helicopters,2
945,375,helicopter,4
946,376,police,17
947,376,policing,3
948,377,intelligence,2
949,378,networks,3
950,378,network,18
951,378,Network,1
952,379,complains,1
953,379,complained,5
954,379,complain,1
955,380,problem,28
956,380,problems,35
957,380,Problems,1
958,381,willing,7
959,382,cut,13
960,382,cutting,5
961,382,Cut,1
962,383,ratio,2
963,383,ratios,1
964,384,thugs,1
965,385,lower,3
966,385,lowered,2
967,386,downhill,1
968,387,counts,1
969,387,counted,1
970,388,landscape,35
971,388,landscapes,9
972,388,Landscapes,3
973,388,Landscape,1
974,389,between,86
975,389,Between,3
976,390,coast,9
977,391,Behind,1
978,391,behind,21
979,392,Downs,1
980,392,Down,2
981,393,tumble,1
982,393,tumbled,1
983,393,tumbling,1
984,394,sea,15
985,394,seas,3
986,395,bump,2
987,396,suburbs,1
988,397,scene,8
989,397,scenes,3
990,397,Scene,3
991,398,riots,1
992,398,riot,1
993,399,street,9
994,399,streets,4
995,400,residents,2
996,400,resident,1
997,401,very,128
998,401,Very,6
999,402,better,16
1000,402,bettered,1
1001,403,cut-off,1
1002,404,description,4
1003,404,descriptions,1
1004,404,Description,2
1005,405,key,26
1006,405,keys,1
1007,405,keyed,4
1008,406,unlock,1
1009,406,unlocked,1
1010,407,enter,12
1011,407,entering,5
1012,407,enters,6
1013,407,entered,4
1014,408,toughest,2
1015,408,tough,5
1016,408,tougher,1
1017,409,compliment,1
1018,410,continues,11
1019,410,continue,29
1020,410,continuing,2
1021,410,continued,14
1022,411,refusal,1
1023,412,style,18
1024,412,Style,1
1025,412,styles,4
1026,413,gurus,2
1027,414,toss,1
1028,415,Tony,9
1029,415,tony,1
1030,416,rebranded,1
1031,417,far,38
1032,418,thank,4
1033,418,thanks,10
1034,418,Thank,6
1035,419,money,32
1036,419,Money,1
1037,420,moving,11
1038,420,moved,9
1039,420,moves,12
1040,420,move,17
1041,420,Move,2
1042,420,Moving,4
1043,421,One,28
1044,422,man,22
1045,422,men,24
1046,422,manned,1
1047,422,Men,2
1048,423,called,39
1049,423,calls,13
1050,423,call,22
1051,423,calling,5
1052,423,Calls,1
1053,424,Marine,1
1054,425,full,65
1055,425,fuller,1
1056,425,Full,4
1057,426,Tuesday,6
1058,427,band,13
1059,427,bands,1
1060,428,singer,2
1061,429,long,65
1062,429,longer,7
1063,429,longest,1
1064,429,Long,2
1065,430,hair,7
1066,430,hairs,1
1067,431,beard,2
1068,432,cop,1
1069,433,sharp,5
1070,433,sharper,1
1071,433,sharpest,1
1072,434,drug,7
1073,434,drugs,10
1074,434,drugged,1
1075,435,squad,2
1076,436,banned,4
1077,436,ban,7
1078,436,banning,1
1079,436,bans,1
1080,437,uniform,17
1081,437,Uniform,4
1082,437,Uniforms,1
1083,438,duty,10
1084,438,duties,8
1085,438,Duties,1
1086,439,chucking,1
1087,439,chuck,1
1088,440,pockets,3
1089,440,pocket,3
1090,440,Pocket,1
1091,441,picked,4
1092,441,pick,6
1093,441,picks,1
1094,441,picking,2
1095,442,lads,1
1096,443,pound,2
1097,443,Pound,1
1098,443,pounds,4
1099,444,enough,25
1100,445,couple,7
1101,445,coupled,2
1102,445,couples,1
1103,446,pints,2
1104,446,pint,1
1105,447,Super,1
1106,448,threw,1
1107,448,throw,3
1108,448,throws,2
1109,448,Throw,1
1110,448,throwing,2
1111,449,allowed,12
1112,449,allows,17
1113,449,allow,44
1114,449,allowing,8
1115,449,Allow,1
1116,450,job,32
1117,450,jobs,10
1118,451,birthday,2
1119,452,rough,3
1120,453,few,45
1121,453,fewer,1
1122,453,Few,3
1123,454,turned,14
1124,454,turns,3
1125,454,turn,25
1126,454,turning,4
1127,454,Turn,1
1128,455,nicked,1
1129,456,put,50
1130,456,putting,10
1131,456,puts,2
1132,456,Put,2
1133,457,bar,9
1134,457,bars,1
1135,458,manager,11
1136,458,managers,2
1137,459,paid,15
1138,459,pay,17
1139,459,paying,4
1140,459,pays,1
1141,459,Pay,1
1142,460,copper,2
1143,461,parts,9
1144,461,part,67
1145,461,Part,3
1146,462,running,24
1147,462,runs,9
1148,462,run,22
1149,462,ran,5
1150,462,Run,3
1151,463,junk,1
1152,464,heroin,1
1153,465,poverty,22
1154,465,Poverty,1
1155,466,round,25
1156,466,rounds,2
1157,467,basic,10
1158,467,basics,1
1159,468,thought,9
1160,468,thoughts,6
1161,469,dog,9
1162,469,dogs,3
1163,470,floor,6
1164,471,furniture,14
1165,472,telly,1
1166,473,taxi,1
1167,474,domestic,9
1168,474,Domestic,3
1169,475,signs,10
1170,475,sign,17
1171,475,signed,5
1172,475,Signs,1
1173,476,accept,6
1174,476,accepted,11
1175,476,accepting,1
1176,476,accepts,2
1177,477,scared,2
1178,478,women,15
1179,478,woman,6
1180,478,Women,1
1181,479,mothers,3
1182,479,mother,15
1183,479,Mother,7
1184,480,same,51
1185,481,surveys,2
1186,481,surveyed,3
1187,481,survey,5
1188,481,Survey,1
1189,482,birthplace,1
1190,483,aggressive,4
1191,484,tribal,2
1192,485,while,36
1193,485,While,7
1194,486,group,33
1195,486,groups,18
1196,486,grouped,1
1197,487,young,36
1198,487,younger,3
1199,487,Young,2
1200,487,youngest,1
1201,488,asked,34
1202,488,ask,12
1203,488,asks,3
1204,488,Asked,3
1205,488,Ask,2
1206,488,asking,2
1207,489,First,7
1208,490,second,27
1209,490,seconds,2
1210,491,drunks,1
1211,492,third,16
1212,492,Third,1
1213,492,thirds,1
1214,493,French,22
1215,494,France,13
1216,495,married,3
1217,495,marry,1
1218,496,Englishman,1
1219,497,terraced,2
1220,497,terrace,2
1221,498,cups,1
1222,498,cup,1
1223,499,neighbours,2
1224,499,neighbouring,6
1225,499,neighbour,1
1226,500,six,12
1227,501,months,1
1228,502,Yet,4
1229,502,yet,22
1230,503,owner,6
1231,503,owners,2
1232,504,foreign,8
1233,505,Serb,1
1234,506,Bulgarian,2
1235,507,forward,13
1236,507,forwarded,1
1237,508,line,50
1238,508,lines,7
1239,508,Lines,1
1240,509,Dutchman,1
1241,510,bought,7
1242,510,buy,27
1243,510,buying,9
1244,510,buys,2
1245,510,Buying,1
1246,511,Croatian,1
1247,512,Frenchman,2
1248,513,team-mates,1
1249,514,talk,19
1250,514,talking,7
1251,514,Talking,1
1252,514,talks,4
1253,514,talked,4
1254,515,him,49
1255,516,cosmopolitan,2
1256,517,welcomes,3
1257,517,Welcome,3
1258,517,welcome,16
1259,517,Welcoming,1
1260,517,welcomed,7
1261,517,welcoming,2
1262,518,outsiders,1
1263,519,dilemma,1
1264,519,dilemmas,2
1265,520,facing,12
1266,520,face,38
1267,520,faced,3
1268,520,faces,4
1269,521,chairman,8
1270,522,fervour,2
1271,523,hero,4
1272,523,heroes,6
1273,524,honorary,2
1274,525,University,59
1275,526,Road,14
1276,527,invested,2
1277,527,invest,3
1278,527,investing,3
1279,528,purse,1
1280,529,adamant,1
1281,530,proceed,1
1282,530,proceeding,1
1283,531,task,9
1284,531,tasks,2
1285,531,tasked,2
1286,532,stabilise,2
1287,533,finish,10
1288,533,finished,4
1289,533,finishes,1
1290,533,finishing,1
1291,534,next,66
1292,534,Next,5
1293,535,happy,12
1294,535,Happy,1
1295,536,Meanwhile,4
1296,536,meanwhile,1
1297,537,looking,24
1298,537,looks,8
1299,537,look,28
1300,537,Look,6
1301,537,looked,14
1302,537,Looking,1
1303,538,build,28
1304,538,built,30
1305,538,builds,4
1306,538,Build,1
1307,538,building,8
1308,539,infrastructure,6
1309,540,financial,17
1310,541,full-time,1
1311,542,big,24
1312,542,biggest,2
1313,542,bigger,1
1314,543,stadium,5
1315,543,stadiums,3
1316,544,shopping,10
1317,544,Shopping,1
1318,545,hotel,5
1319,545,hotels,4
1320,546,stuff,8
1321,547,extra,22
1322,548,revenue,3
1323,548,Revenue,1
1324,549,shirts,4
1325,549,shirt,4
1326,550,capacity,11
1327,551,happening,3
1328,551,happens,1
1329,551,happen,10
1330,551,happened,13
1331,552,realise,4
1332,552,realising,1
1333,552,realised,2
1334,552,Realising,1
1335,553,able,43
1336,553,Able,2
1337,554,compete,4
1338,554,competing,3
1339,555,trying,25
1340,555,try,35
1341,555,tries,1
1342,555,Try,7
1343,555,Trying,1
1344,555,tried,6
1345,556,educate,1
1346,556,educated,2
1347,557,world,21
1348,558,view,28
1349,558,Views,1
1350,558,views,6
1351,558,viewed,8
1352,558,View,1
1353,559,fans,1
1354,560,hallmark,1
1355,561,lot,31
1356,561,lots,8
1357,561,Lots,2
1358,562,effort,11
1359,562,efforts,11
1360,563,show,28
1361,563,shows,29
1362,563,showing,9
1363,563,shown,17
1364,563,Show,1
1365,563,Showed,1
1366,563,showed,1
1367,564,arrange,4
1368,564,arranged,7
1369,564,arranging,1
1370,565,public,59
1371,565,Public,3
1372,566,Let,5
1373,566,let,17
1374,567,nasty,2
1375,568,influence,11
1376,568,influences,5
1377,568,influenced,1
1378,569,am,34
1379,570,barbecue,1
1380,571,friendly,7
1381,572,hosted,3
1382,572,hosts,2
1383,572,host,10
1384,572,hosting,6
1385,573,House,1
1386,573,houses,11
1387,573,house,50
1388,573,housed,1
1389,574,crew,20
1390,574,crews,10
1391,575,teenagers,1
1392,575,teenager,1
1393,576,chosen,8
1394,576,choose,9
1395,576,chooses,2
1396,576,chose,2
1397,577,current,40
1398,577,Current,1
1399,578,fashion,4
1400,578,fashioned,1
1401,579,usually,32
1402,579,Usually,1
1403,580,preppy,1
1404,581,checked,2
1405,581,check,14
1406,581,checks,4
1407,581,Check,4
1408,581,checking,2
1409,582,design,17
1410,582,designed,16
1411,582,designs,1
1412,582,Designing,1
1413,582,Designed,1
1414,583,House,30
1415,584,sons,5
1416,584,son,6
1417,584,Sons,1
1418,585,escapades,1
1419,586,plans,29
1420,586,planned,9
1421,586,planning,5
1422,586,plan,26
1423,586,Plan,6
1424,586,Plans,7
1425,587,confidence,10
1426,588,parents,17
1427,588,parenting,3
1428,588,parent,1
1429,589,enlisted,1
1430,590,dad,2
1431,591,teach,9
1432,591,teaching,11
1433,591,taught,15
1434,591,teaches,1
1435,591,Taught,1
1436,592,learnt,2
1437,592,learned,2
1438,592,learning,21
1439,592,learn,8
1440,592,learns,1
1441,592,Learning,1
1442,592,Learn,1
1443,593,code,12
1444,593,codes,2
1445,593,coding,1
1446,594,honour,6
1447,594,Honours,2
1448,595,liberties,3
1449,595,liberty,3
1450,596,rules,12
1451,596,rule,4
1452,596,ruled,2
1453,597,regulations,7
1454,597,regulation,8
1455,597,Regulations,1
1456,598,Wolves,1
1457,599,kids,8
1458,599,Kids,1
1459,599,kidded,1
1460,600,spat,1
1461,600,spits,1
1462,601,Whatever,4
1463,601,whatever,9
1464,602,fracas,1
